72
8
-1,-1,-1,-1,-1,-1,-1,-1,0.016767,68
-1,-1,-1,-1,-1,-1,-1,1,0.012388,173
-1,-1,-1,-1,-1,-1,1,1,-0.061245,193
-1,-1,-1,-1,-1,1,1,1,0.008561,710
-1,-1,-1,-1,1,-1,-1,-1,-0.071869,371
-1,-1,-1,-1,1,-1,-1,1,-0.131926,399
-1,-1,-1,-1,1,-1,1,1,-0.155149,334
-1,-1,-1,-1,1,1,1,1,-0.105277,143
-1,-1,-1,1,-1,-1,-1,-1,0.005146,86
-1,-1,-1,1,-1,-1,-1,1,-0.066108,57
-1,-1,-1,1,-1,-1,1,1,-0.426312,42
-1,-1,-1,1,-1,1,1,1,0.038852,235
-1,-1,-1,1,1,-1,-1,-1,0.074301,169
-1,-1,-1,1,1,-1,-1,1,-0.027686,145
-1,-1,-1,1,1,-1,1,1,-0.024256,97
-1,-1,-1,1,1,1,1,1,-0.224245,66
-1,-1,1,1,-1,-1,-1,-1,0.034065,13
-1,-1,1,1,-1,-1,-1,1,0.003973,1
-1,-1,1,1,-1,-1,1,1,-0.412493,5
-1,-1,1,1,-1,1,1,1,0.005832,0
-1,-1,1,1,1,-1,-1,-1,0.003507,0
-1,-1,1,1,1,-1,-1,1,0.059985,6
-1,-1,1,1,1,-1,1,1,-0.040168,2
-1,-1,1,1,1,1,1,1,-0.069217,2
-1,1,-1,-1,-1,-1,-1,-1,-0.382130,688
-1,1,-1,-1,-1,-1,-1,1,-0.364465,735
-1,1,-1,-1,-1,-1,1,1,-0.290785,778
-1,1,-1,-1,-1,1,1,1,-0.097699,3986
-1,1,-1,-1,1,-1,-1,-1,-0.371253,1674
-1,1,-1,-1,1,-1,-1,1,-0.134991,2774
-1,1,-1,-1,1,-1,1,1,-0.419224,1547
-1,1,-1,-1,1,1,1,1,-0.345359,663
-1,1,-1,1,-1,-1,-1,-1,-0.138405,422
-1,1,-1,1,-1,-1,-1,1,-0.254470,338
-1,1,-1,1,-1,-1,1,1,-0.372477,330
-1,1,-1,1,-1,1,1,1,0.007892,1528
-1,1,-1,1,1,-1,-1,-1,-0.135962,1199
-1,1,-1,1,1,-1,-1,1,0.012553,790
-1,1,-1,1,1,-1,1,1,-0.160473,565
-1,1,-1,1,1,1,1,1,-0.134640,332
-1,1,1,1,-1,-1,-1,-1,0.004447,78
-1,1,1,1,-1,-1,-1,1,0.002877,32
-1,1,1,1,-1,-1,1,1,-0.425405,28
-1,1,1,1,-1,1,1,1,0.034411,76
-1,1,1,1,1,-1,-1,-1,0.017934,89
-1,1,1,1,1,-1,-1,1,0.030954,25
-1,1,1,1,1,-1,1,1,-0.028749,16
-1,1,1,1,1,1,1,1,-0.105982,16
1,1,-1,-1,-1,-1,-1,-1,-0.350003,2051
1,1,-1,-1,-1,-1,-1,1,-0.402008,2280
1,1,-1,-1,-1,-1,1,1,-1.000000,2340
1,1,-1,-1,-1,1,1,1,-0.099731,26022
1,1,-1,-1,1,-1,-1,-1,-0.089446,10448
1,1,-1,-1,1,-1,-1,1,-0.399511,13802
1,1,-1,-1,1,-1,1,1,-0.399970,12087
1,1,-1,-1,1,1,1,1,-0.694437,2146
1,1,-1,1,-1,-1,-1,-1,-0.164781,3171
1,1,-1,1,-1,-1,-1,1,-0.042716,2208
1,1,-1,1,-1,-1,1,1,-0.348635,1946
1,1,-1,1,-1,1,1,1,-0.024932,17500
1,1,-1,1,1,-1,-1,-1,-0.133191,19341
1,1,-1,1,1,-1,-1,1,-0.150160,6139
1,1,-1,1,1,-1,1,1,-0.104051,3901
1,1,-1,1,1,1,1,1,-0.642255,2245
1,1,1,1,-1,-1,-1,-1,-0.129470,1543
1,1,1,1,-1,-1,-1,1,-0.082862,396
1,1,1,1,-1,-1,1,1,-0.403076,406
1,1,1,1,-1,1,1,1,0.008947,3869
1,1,1,1,1,-1,-1,-1,-0.037573,4808
1,1,1,1,1,-1,-1,1,-0.275120,1265
1,1,1,1,1,-1,1,1,-0.168097,972
1,1,1,1,1,1,1,1,-0.580751,1017
